Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration,User_experience_grouped
Youtube,Confusing,4,4,4,4,5,4,3,5,5,4,4,5,3,4,5,4,4,Average
Youtube,Inconsistent Navigation,5,4,4,4,4,4,3,4,5,5,4,5,4,5,3,4,3,Poor
Youtube,Inconsistent Navigation,3,3,4,4,4,5,4,5,3,4,4,5,4,4,4,5,4,Poor
Facebook,Confusing,5,4,4,4,4,4,4,5,3,5,3,4,3,5,4,4,5,Average
Youtube,Inconsistent Navigation,5,3,4,5,4,3,4,4,5,3,4,4,4,3,4,5,5,Poor
Twitter,Well-structured,3,4,4,4,3,3,4,3,5,5,3,5,3,5,4,4,5,Good
Website,Limited Menu Options,4,4,4,4,5,4,5,3,4,4,3,3,4,3,4,5,5,Poor
Instagram,Inconsistent Navigation,5,5,4,4,5,3,4,4,4,4,4,4,4,4,3,4,4,Poor
Instagram,Intuitive,5,4,5,4,5,5,5,5,5,4,4,3,4,4,4,4,3,Good
Facebook,Confusing,3,5,5,5,4,4,4,5,5,4,4,3,4,4,4,5,3,Average
Instagram,Inconsistent Navigation,3,4,4,5,4,4,4,4,3,4,3,5,5,4,4,4,5,Poor
Twitter,Inconsistent Navigation,5,5,4,4,4,4,4,4,4,4,4,5,5,3,5,5,4,Poor
Youtube,Intuitive,4,3,4,4,5,5,4,5,4,5,5,4,4,5,5,5,4,Good
Website,Well-structured,3,4,4,5,5,3,5,4,5,3,5,3,4,5,4,4,3,Good
Youtube,Confusing,5,4,4,4,5,4,5,5,4,4,4,5,4,4,5,5,3,Average
Youtube,Limited Menu Options,4,4,3,5,4,3,4,5,3,3,5,4,5,4,4,5,4,Poor
Twitter,Confusing,5,3,4,3,4,4,5,5,4,4,5,5,3,4,5,5,4,Average
Website,Adequate,5,5,4,5,4,4,4,4,5,4,4,3,5,4,4,5,4,Average
Instagram,Engaging,5,5,4,4,4,4,5,5,4,4,5,5,5,3,5,3,5,Good
Facebook,Adequate,4,5,4,4,5,4,5,4,5,5,4,3,5,4,5,4,5,Average
Twitter,Confusing,4,3,4,4,5,5,5,3,4,5,3,3,3,5,4,4,4,Average
Facebook,Efficient,4,4,4,4,4,4,3,3,4,4,4,4,4,5,5,4,4,Good
Website,Engaging,3,5,4,4,5,4,4,4,3,3,4,4,4,5,5,5,3,Good
Website,Intuitive,4,3,4,5,5,4,5,4,5,4,4,3,4,4,4,4,4,Good
Twitter,Intuitive,4,5,4,3,4,5,4,4,4,5,4,4,3,3,5,3,4,Good
Website,Clear and concise,5,4,4,5,3,4,5,4,4,4,4,5,5,4,5,3,5,Good
Instagram,Clear and concise,3,4,4,5,4,5,3,4,4,4,5,4,3,4,4,3,5,Good
Facebook,Inconsistent Navigation,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,Poor
Instagram,Limited Menu Options,3,4,4,4,4,4,5,4,5,5,4,5,4,3,4,3,3,Poor
Instagram,Clear and concise,3,4,3,4,3,4,5,5,3,4,3,3,3,3,4,4,5,Good
Youtube,Well-structured,3,5,4,4,5,4,5,4,4,5,5,4,5,4,3,3,4,Good
Youtube,Clear and concise,5,4,4,4,4,4,3,5,5,5,5,5,4,5,4,4,5,Good
Twitter,Intuitive,5,5,4,3,4,5,5,5,5,4,4,4,5,5,5,4,5,Good
Twitter,Intuitive,4,4,4,5,4,5,4,4,4,4,5,4,4,4,3,4,5,Good
Website,Inconsistent Navigation,4,4,4,5,3,5,4,4,5,3,5,4,4,3,3,4,3,Poor
Youtube,Adequate,4,4,3,5,5,4,4,4,3,5,5,4,5,5,5,4,4,Average
Facebook,Inconsistent Navigation,5,3,4,4,3,3,4,5,5,5,4,3,3,5,5,5,4,Poor
Youtube,Inconsistent Navigation,4,3,4,4,4,4,4,5,4,5,5,4,4,5,3,4,4,Poor
Website,Adequate,4,4,4,3,4,4,4,5,3,4,5,5,4,4,4,4,4,Average
Facebook,Confusing,5,5,4,4,5,4,5,4,4,5,5,4,4,4,5,4,3,Average
Twitter,Confusing,4,4,4,4,4,4,5,5,3,4,5,4,3,3,4,4,3,Average
Facebook,Clear and concise,5,4,4,4,4,4,4,4,3,4,3,3,5,4,4,5,4,Good
Facebook,Limited Menu Options,5,4,4,5,4,4,5,4,4,5,3,4,5,4,5,4,5,Poor
Twitter,Limited Menu Options,5,4,4,5,4,4,4,4,5,5,4,4,4,4,3,4,4,Poor
Twitter,Adequate,4,5,4,4,4,4,5,3,5,3,4,4,5,4,4,4,4,Average
Instagram,User-Friendly,3,4,4,5,4,4,4,4,4,5,4,5,3,4,3,4,5,Good
Youtube,Confusing,4,5,3,4,4,4,5,3,5,4,5,3,4,4,4,5,4,Average
Facebook,Efficient,4,5,5,4,4,4,3,4,4,5,5,4,4,4,4,4,5,Good
Twitter,Intuitive,5,4,5,3,5,4,5,5,4,4,5,4,4,5,4,5,4,Good
Facebook,Well-structured,3,4,4,4,4,4,5,5,4,5,5,3,5,4,3,5,4,Good
Website,Inconsistent Navigation,5,3,4,4,3,4,5,4,3,4,4,4,4,5,3,5,3,Poor
Youtube,Engaging,3,5,4,3,4,4,4,3,3,3,4,4,4,3,5,5,3,Good
Website,Well-structured,3,4,3,3,5,5,4,4,4,5,5,4,5,4,4,4,4,Good
Facebook,Engaging,4,3,4,3,4,4,5,3,3,5,5,5,5,4,4,5,4,Good
Website,Efficient,5,5,4,5,4,4,4,3,3,4,3,4,4,4,3,4,4,Good
Youtube,Efficient,3,3,4,3,5,5,4,4,3,4,4,5,4,5,5,5,4,Good
Twitter,Confusing,5,3,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4,Average
Website,Inconsistent Navigation,5,4,4,4,5,5,5,4,5,5,4,3,4,3,4,4,3,Poor
Facebook,Limited Menu Options,5,5,4,3,5,5,4,5,3,4,5,4,3,4,5,4,5,Poor
Instagram,Clear and concise,4,3,4,3,5,4,4,5,4,4,3,5,4,3,4,4,3,Good
Facebook,Intuitive,4,5,3,5,4,4,3,4,5,4,3,4,4,4,3,4,3,Good
Youtube,Efficient,3,5,4,4,4,4,4,4,5,5,4,4,5,4,4,4,3,Good
Twitter,Efficient,5,5,4,5,4,4,5,3,5,5,4,3,3,5,4,3,4,Good
Youtube,Limited Menu Options,5,4,4,4,4,5,5,4,5,5,5,4,4,3,5,3,4,Poor
Website,Intuitive,4,5,3,5,5,4,3,4,5,3,5,4,5,5,3,3,4,Good
Instagram,Confusing,4,4,3,5,4,4,4,4,4,3,5,5,3,4,3,4,5,Average
Facebook,Engaging,5,5,4,4,4,5,5,4,3,4,4,4,5,5,4,4,3,Good
Twitter,User-Friendly,4,4,4,4,5,5,4,4,5,3,3,4,4,4,4,5,3,Good
Facebook,Engaging,4,4,4,4,4,4,4,5,4,5,5,4,5,5,4,4,3,Good
Twitter,User-Friendly,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,Good
Facebook,Inconsistent Navigation,5,3,3,4,4,4,3,4,3,4,5,3,4,5,5,4,4,Poor
Facebook,Intuitive,5,3,4,5,5,5,5,3,4,5,4,4,4,5,4,3,4,Good
Instagram,Intuitive,3,4,4,5,3,4,3,4,4,5,4,5,3,5,5,4,4,Good
Twitter,Engaging,5,3,4,4,4,5,5,3,5,4,5,3,4,3,5,5,5,Good
Youtube,Adequate,4,3,4,4,4,5,4,4,5,5,4,4,4,4,3,5,5,Average
Twitter,Inconsistent Navigation,4,5,3,3,4,4,4,5,3,3,5,5,3,4,4,5,3,Poor
Youtube,Clear and concise,5,3,4,4,4,4,5,3,4,5,5,5,4,4,3,4,3,Good
Facebook,Confusing,5,5,4,3,4,4,3,3,3,3,5,5,3,5,4,5,4,Average
Website,Inconsistent Navigation,4,3,4,4,4,3,4,4,5,4,4,3,5,4,3,4,5,Poor
Instagram,Adequate,5,4,4,4,4,4,5,4,4,3,3,4,4,4,4,5,5,Average
Twitter,User-Friendly,5,4,4,4,3,4,4,3,4,4,3,4,5,5,5,4,5,Good
Website,Engaging,5,4,3,4,3,4,5,5,4,4,5,3,4,5,4,5,3,Good
Facebook,Efficient,3,4,3,3,4,4,3,4,4,4,4,3,3,3,4,3,4,Good
Youtube,User-Friendly,5,5,3,4,4,5,5,3,3,4,4,4,5,5,4,4,4,Good
Youtube,User-Friendly,4,4,4,5,4,5,4,5,3,3,4,4,4,4,4,4,4,Good
Facebook,Efficient,4,4,3,4,4,5,4,4,4,5,4,3,4,4,4,5,4,Good
Youtube,Inconsistent Navigation,5,4,4,3,5,4,5,4,4,5,4,4,3,4,5,4,4,Poor
Instagram,Adequate,3,4,4,3,4,4,4,3,5,4,4,4,5,5,3,5,3,Average
Youtube,Adequate,3,3,4,3,4,5,4,4,3,4,4,4,4,5,3,4,4,Average
Instagram,Limited Menu Options,4,5,4,3,4,4,4,4,4,4,4,3,5,4,4,5,5,Poor
Website,User-Friendly,4,5,5,4,5,4,4,5,4,4,4,4,4,4,5,4,5,Good
Twitter,Engaging,5,4,3,4,5,4,5,5,5,4,5,4,3,5,4,5,4,Good
Twitter,Clear and concise,4,4,4,4,4,4,3,3,4,4,4,4,4,3,5,4,5,Good
Youtube,Confusing,4,5,5,4,4,4,3,4,4,4,4,4,5,4,5,5,5,Average
Youtube,Limited Menu Options,3,4,4,4,4,5,5,5,4,4,4,5,4,4,4,3,4,Poor
Youtube,Confusing,4,5,4,5,5,4,5,4,4,4,3,3,5,4,4,4,5,Average
Website,Clear and concise,3,3,4,4,4,4,4,4,4,3,4,4,4,3,5,3,4,Good
Instagram,Well-structured,4,5,5,3,4,5,4,3,5,5,4,4,4,4,3,4,5,Good
Facebook,Inconsistent Navigation,3,4,4,3,4,4,5,5,4,4,4,4,4,5,4,4,5,Poor
Facebook,Intuitive,3,4,3,4,5,4,3,3,3,3,5,4,4,4,4,3,4,Good
Twitter,Inconsistent Navigation,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,5,Poor
Youtube,Inconsistent Navigation,5,4,4,4,4,4,3,4,5,5,4,3,4,4,5,3,5,Poor
Twitter,Well-structured,3,4,4,5,4,4,4,4,5,4,4,4,4,4,3,5,3,Good
Youtube,Confusing,5,4,5,4,5,5,4,5,3,4,5,5,4,3,4,4,4,Average
Instagram,Intuitive,4,5,4,3,4,5,4,3,3,5,5,5,4,4,4,4,4,Good
Instagram,Engaging,4,4,4,3,4,4,5,4,5,4,4,5,3,4,4,4,4,Good
Youtube,Adequate,5,3,3,4,4,5,4,3,5,4,5,3,5,5,5,4,4,Average
Instagram,Engaging,5,4,4,4,4,4,5,5,3,4,4,4,4,4,4,5,5,Good
Youtube,Confusing,5,5,4,4,4,3,4,4,4,4,5,3,5,5,4,4,4,Average
Facebook,Intuitive,4,4,3,4,5,3,5,4,5,3,5,4,4,4,5,4,4,Good
Instagram,Engaging,3,4,3,4,5,5,4,4,4,4,4,4,5,3,4,4,4,Good
Website,Well-structured,4,3,4,5,3,5,4,5,5,5,4,5,5,4,4,5,5,Good
Youtube,Clear and concise,3,5,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5,Good
Youtube,User-Friendly,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,Good
Youtube,User-Friendly,5,5,4,5,4,5,3,4,4,5,4,5,4,3,4,3,3,Good
Facebook,Inconsistent Navigation,4,5,3,4,4,5,5,3,4,3,3,4,4,5,3,5,4,Poor
Instagram,Well-structured,5,5,4,5,4,4,3,4,4,5,3,4,4,4,4,4,4,Good
Twitter,Adequate,4,4,4,5,5,5,4,5,4,4,4,5,4,5,4,3,4,Average
Youtube,Confusing,3,5,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,Average
Twitter,Intuitive,4,5,4,4,3,5,4,5,5,5,5,4,3,4,5,4,4,Good
Facebook,Engaging,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,4,4,Good
Facebook,Intuitive,4,4,4,4,4,3,4,3,4,5,5,4,4,3,4,5,4,Good
Instagram,Efficient,3,3,3,4,4,4,5,3,5,3,4,4,4,4,4,4,4,Good
Instagram,Well-structured,5,5,5,4,5,4,4,5,4,3,4,4,5,3,3,5,4,Good
Facebook,User-Friendly,3,4,4,4,5,3,5,4,4,4,5,4,4,4,3,5,5,Good
Youtube,Intuitive,5,4,5,5,4,4,4,4,5,5,4,5,5,4,5,4,5,Good
Website,Confusing,5,5,3,3,5,5,5,3,4,4,3,4,3,4,3,5,4,Average
Website,Intuitive,4,3,3,4,5,5,5,4,3,4,4,3,3,3,4,5,4,Good
Facebook,Intuitive,3,4,3,4,4,4,4,3,5,5,5,5,5,4,5,4,4,Good
Website,Engaging,5,5,4,3,3,4,5,4,5,3,3,5,5,5,3,4,4,Good
Twitter,Efficient,4,5,4,3,4,4,4,4,4,3,4,4,5,4,4,5,5,Good
Twitter,Inconsistent Navigation,4,3,4,4,4,3,5,3,4,3,4,4,4,3,5,5,4,Poor
Website,Well-structured,4,4,4,4,5,4,4,4,5,3,5,4,4,5,5,4,5,Good
Website,Intuitive,4,3,4,5,4,4,4,3,4,3,5,4,5,4,4,4,4,Good
Facebook,Efficient,3,4,5,4,4,4,5,3,5,4,4,5,4,4,5,5,4,Good
Twitter,Limited Menu Options,4,4,4,3,5,4,4,4,3,4,4,4,4,3,4,4,5,Poor
Youtube,Well-structured,3,5,4,4,3,4,4,4,5,4,5,5,5,4,5,4,3,Good
Twitter,Confusing,5,5,4,5,5,4,4,5,4,4,4,4,3,5,4,4,3,Average
Twitter,Confusing,3,4,4,4,4,5,4,4,4,5,3,4,4,4,3,5,5,Average
Youtube,User-Friendly,4,4,5,5,3,3,5,3,4,5,4,3,5,5,3,4,4,Good
Youtube,User-Friendly,4,3,4,3,3,3,4,5,5,4,3,4,4,5,3,4,4,Good
Youtube,Confusing,4,3,3,4,4,4,4,4,3,4,3,5,4,4,4,5,4,Average
Website,Efficient,5,5,4,4,4,4,5,4,4,3,4,3,5,4,3,3,3,Good
Facebook,Limited Menu Options,4,4,3,3,3,5,4,5,4,4,4,4,5,5,3,4,4,Poor
Instagram,Engaging,4,4,4,3,4,5,4,5,4,4,4,5,4,4,5,3,4,Good
Youtube,Confusing,4,4,3,4,4,4,4,5,3,3,4,5,4,4,3,4,4,Average
Facebook,User-Friendly,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,5,3,Good
Youtube,User-Friendly,4,4,4,5,4,3,5,5,3,5,4,4,3,5,5,3,4,Good
Youtube,Clear and concise,5,5,4,4,5,4,3,5,4,4,3,4,4,4,5,4,4,Good
Youtube,Engaging,4,4,4,4,4,5,4,4,4,5,5,4,4,5,4,3,5,Good
Website,Inconsistent Navigation,4,4,5,3,5,4,4,4,5,4,5,4,3,4,5,5,3,Poor
Facebook,Clear and concise,4,4,5,5,4,4,4,5,4,3,5,3,4,4,4,3,5,Good
Youtube,User-Friendly,4,5,4,4,4,5,4,3,4,4,5,4,4,4,5,4,5,Good
Youtube,Inconsistent Navigation,5,4,4,5,4,4,5,3,5,5,5,5,5,3,4,5,4,Poor
Website,Engaging,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,5,4,Good
Facebook,Confusing,4,3,4,4,5,5,4,3,3,3,4,3,4,3,5,4,5,Average
Instagram,Adequate,3,3,3,3,3,5,4,4,4,4,4,3,3,5,4,3,4,Average
Facebook,Engaging,3,5,4,4,4,4,4,4,3,4,5,4,5,4,5,3,4,Good
Instagram,Intuitive,5,5,4,3,4,4,4,3,5,5,3,4,4,3,4,4,4,Good
Website,Clear and concise,4,4,4,4,5,4,5,5,4,5,3,5,4,4,5,4,5,Good
Facebook,Clear and concise,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,Good
Facebook,Well-structured,3,5,4,4,4,5,5,4,5,3,5,3,4,4,3,4,3,Good
Twitter,User-Friendly,4,5,3,3,4,4,4,4,5,5,4,4,5,3,5,4,4,Good
Website,Inconsistent Navigation,4,5,4,4,4,4,4,5,5,4,3,4,4,4,5,5,5,Poor
Twitter,Clear and concise,4,4,4,3,4,3,5,3,5,3,5,4,5,3,4,4,4,Good
Instagram,Clear and concise,4,4,4,3,4,4,4,4,3,4,4,5,3,4,3,4,3,Good
Website,Efficient,4,4,3,4,4,4,4,5,4,4,3,4,4,4,5,4,3,Good
Instagram,Clear and concise,4,4,4,4,4,4,5,5,4,5,4,4,5,5,3,3,3,Good
Facebook,Adequate,4,5,3,4,4,4,5,5,4,5,4,4,5,5,4,4,3,Average
Youtube,Intuitive,4,5,4,4,3,5,3,4,4,4,4,4,4,4,5,5,5,Good
Website,Confusing,5,5,4,3,4,4,5,5,3,4,5,4,4,4,4,5,5,Average
Twitter,Intuitive,4,5,4,4,5,5,5,5,5,5,4,3,4,4,4,4,5,Good
Instagram,User-Friendly,5,4,3,4,5,4,4,3,4,5,4,4,4,3,5,5,3,Good
Twitter,Intuitive,5,4,4,5,5,5,5,4,5,4,4,4,3,3,4,4,5,Good
Twitter,Clear and concise,5,5,4,5,4,4,5,5,4,4,3,4,3,4,3,4,5,Good
Website,Inconsistent Navigation,4,4,3,4,3,4,4,3,4,4,4,5,5,3,4,4,5,Poor
Instagram,Adequate,5,4,3,4,4,4,4,5,3,4,4,4,4,4,5,4,5,Average
Instagram,Limited Menu Options,4,3,4,3,5,4,4,4,4,4,5,5,5,3,4,5,4,Poor
Youtube,Inconsistent Navigation,5,3,4,5,4,4,4,5,5,5,4,4,4,5,4,4,5,Poor
Twitter,Inconsistent Navigation,5,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,Poor
Youtube,Intuitive,4,3,4,3,5,4,4,4,3,5,5,5,4,4,4,4,4,Good
Facebook,Engaging,5,3,3,5,4,5,4,4,3,4,3,5,5,3,4,4,5,Good
Instagram,Efficient,4,4,3,5,4,4,4,5,3,3,5,4,3,4,3,4,5,Good
Facebook,Intuitive,4,3,4,4,4,4,4,4,4,4,3,5,5,5,4,3,4,Good
Twitter,Efficient,4,3,4,3,4,5,4,5,5,4,3,4,5,5,4,4,3,Good
Facebook,Well-structured,3,5,4,4,4,5,4,5,4,5,4,5,5,4,5,4,4,Good
Website,Efficient,4,3,3,4,4,4,4,4,4,4,4,5,5,4,4,3,4,Good
Website,Adequate,5,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,3,Average
Youtube,Intuitive,3,4,5,4,4,5,4,4,3,5,4,3,5,4,4,3,4,Good
Youtube,Inconsistent Navigation,3,4,4,5,5,5,5,4,3,4,3,5,4,4,5,4,4,Poor
Youtube,Adequate,4,4,4,4,5,4,5,5,3,4,3,4,5,3,4,5,5,Average
Twitter,Clear and concise,5,4,3,4,5,3,4,4,4,3,4,4,5,5,4,4,3,Good
Twitter,Limited Menu Options,4,5,4,4,5,3,4,4,4,4,5,5,5,4,3,4,3,Poor
Youtube,Intuitive,4,5,5,5,4,4,4,4,5,4,4,5,3,4,4,3,4,Good
Website,Efficient,3,5,4,5,4,5,4,5,5,3,5,4,5,5,4,5,4,Good
Youtube,Clear and concise,3,5,3,4,4,4,4,4,3,4,3,3,5,3,5,4,3,Good
Facebook,Confusing,3,3,4,4,4,4,5,4,3,4,4,5,4,5,3,4,3,Average
Facebook,User-Friendly,4,3,4,4,5,4,4,4,3,3,4,5,4,4,4,3,3,Good
Website,Engaging,3,5,4,4,4,4,4,4,4,4,4,3,4,4,4,5,3,Good
Instagram,Well-structured,5,5,4,5,5,5,5,3,5,3,5,5,3,3,4,5,4,Good
Instagram,Adequate,4,5,4,5,3,4,5,4,4,4,3,5,3,4,3,5,4,Average
Website,Intuitive,5,5,4,3,5,4,5,5,5,5,4,4,4,4,4,5,4,Good
Website,Intuitive,4,5,3,4,4,4,4,3,5,4,3,5,4,3,4,3,4,Good
Instagram,Confusing,3,5,4,3,4,4,4,4,5,4,4,4,3,4,5,5,5,Average
Youtube,Efficient,4,5,4,4,4,5,4,4,3,4,4,4,4,3,4,3,3,Good
Youtube,Adequate,3,4,5,4,4,5,4,3,4,5,5,5,4,4,4,3,3,Average
Website,User-Friendly,5,4,4,4,4,5,4,4,4,5,5,4,4,4,5,4,5,Good
Facebook,User-Friendly,5,5,4,3,4,4,4,4,4,4,3,4,5,5,3,5,4,Good
Instagram,Limited Menu Options,4,5,4,3,4,4,4,4,5,4,4,4,4,4,3,5,4,Poor
Twitter,Efficient,3,4,4,4,4,5,4,5,3,4,3,4,4,3,5,5,4,Good
Twitter,Intuitive,5,4,3,4,3,4,5,4,5,4,3,5,5,4,4,4,5,Good
Website,Inconsistent Navigation,4,4,4,4,4,5,4,4,4,4,3,5,4,3,5,5,3,Poor
Facebook,Well-structured,4,5,4,3,4,4,4,5,4,4,4,3,4,5,4,5,5,Good
Facebook,User-Friendly,5,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,5,Good
Twitter,Confusing,4,3,4,5,3,4,3,3,4,3,4,5,4,5,4,5,3,Average
Facebook,User-Friendly,3,5,4,4,4,4,5,4,4,4,4,5,3,4,4,5,5,Good
Youtube,Intuitive,3,4,4,4,4,5,4,5,5,4,4,4,3,4,4,4,4,Good
Website,Efficient,5,3,4,4,5,5,3,3,3,4,4,3,5,3,4,4,4,Good
Twitter,Inconsistent Navigation,4,5,4,4,4,4,4,5,3,4,5,4,5,4,5,4,4,Poor
Facebook,Efficient,4,4,4,4,5,5,5,5,4,3,4,5,4,4,4,4,4,Good
Facebook,Well-structured,4,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,4,Good
Youtube,Limited Menu Options,5,5,4,3,5,4,3,5,4,3,5,5,5,3,3,5,3,Poor
Instagram,Inconsistent Navigation,4,3,3,4,4,4,4,3,4,4,4,4,3,5,4,4,5,Poor
Instagram,Well-structured,5,4,4,5,5,4,4,4,4,4,3,5,3,4,4,5,4,Good
Youtube,Adequate,4,5,4,5,4,4,4,4,5,4,4,3,3,4,4,5,5,Average
Facebook,Adequate,5,4,4,5,4,5,4,3,4,4,4,3,4,3,5,4,4,Average
Youtube,Intuitive,3,4,4,4,5,5,5,4,4,5,4,4,5,4,3,4,4,Good
Twitter,Engaging,4,4,4,5,4,5,3,3,4,5,5,4,4,4,5,4,4,Good
Twitter,Inconsistent Navigation,4,4,4,5,5,4,5,3,4,3,4,3,3,3,5,3,4,Poor
Twitter,Intuitive,3,5,4,3,5,4,5,4,5,4,4,4,4,3,4,5,3,Good
Youtube,Confusing,3,5,3,5,4,4,3,3,5,4,4,3,4,4,4,3,4,Average
Youtube,Confusing,5,3,4,4,3,4,3,4,4,5,4,4,5,4,3,4,4,Average
Website,Adequate,5,3,3,5,4,4,5,4,5,4,3,4,3,4,5,5,5,Average
Instagram,Inconsistent Navigation,4,4,3,4,4,4,4,4,5,4,5,4,4,5,5,4,5,Poor
Youtube,Adequate,4,3,4,4,5,5,4,4,5,4,4,5,4,4,5,4,4,Average
Twitter,Limited Menu Options,5,4,4,3,3,5,5,4,4,4,4,5,4,3,4,3,5,Poor
Youtube,Confusing,4,3,4,4,5,5,3,5,4,4,4,4,3,5,4,5,4,Average
Youtube,Confusing,4,4,4,4,3,4,5,4,4,4,5,4,4,5,4,5,3,Average
Twitter,Engaging,5,5,5,5,4,5,4,5,4,3,4,5,3,3,3,5,4,Good
Website,Well-structured,4,3,3,5,5,4,4,4,4,5,4,5,5,4,5,5,3,Good
Facebook,User-Friendly,4,4,4,3,4,4,4,5,3,4,4,4,4,4,5,4,4,Good
Website,Engaging,3,3,3,4,4,4,4,4,4,4,4,3,5,5,5,4,5,Good
Instagram,Well-structured,4,5,4,4,5,3,5,4,4,3,5,4,3,5,5,5,4,Good
Instagram,Clear and concise,4,5,4,3,4,4,3,4,5,5,4,4,4,4,3,4,5,Good
Website,Engaging,4,3,5,4,3,4,4,5,4,4,5,4,4,5,4,3,3,Good
Website,Adequate,3,5,3,3,5,3,4,4,5,4,4,3,4,3,4,5,4,Average
Facebook,Efficient,4,3,4,5,5,3,4,5,5,4,5,5,4,4,3,5,5,Good
Instagram,User-Friendly,4,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,3,Good
Website,Adequate,4,3,3,5,4,4,4,3,3,3,4,5,5,4,3,5,4,Average
Youtube,Adequate,4,3,4,5,5,4,4,4,5,4,4,5,5,3,4,3,5,Average
Instagram,Inconsistent Navigation,4,4,4,5,5,5,4,4,4,5,3,5,5,5,4,4,5,Poor
Twitter,Efficient,4,5,4,4,5,4,4,3,3,5,4,5,5,5,4,4,3,Good
Youtube,Limited Menu Options,4,5,3,5,4,5,3,5,5,4,3,5,5,4,3,4,4,Poor
Instagram,Efficient,5,4,4,3,5,4,3,3,5,4,5,3,4,5,3,5,4,Good
Twitter,Confusing,4,4,4,4,4,3,5,4,3,4,3,4,5,3,4,5,4,Average
Youtube,Efficient,5,4,4,4,5,4,3,4,5,4,4,4,5,3,4,3,5,Good
Twitter,Inconsistent Navigation,3,5,3,5,5,4,4,4,3,4,4,3,5,5,4,5,3,Poor
Instagram,Engaging,3,4,4,5,4,4,3,4,4,4,4,3,5,3,3,3,4,Good
Facebook,Inconsistent Navigation,5,5,4,4,5,5,4,4,5,4,5,4,5,3,4,5,5,Poor
Twitter,Limited Menu Options,3,3,4,4,5,4,5,3,4,4,4,5,4,4,4,5,4,Poor
Instagram,User-Friendly,5,4,4,4,4,5,5,3,5,4,4,5,4,5,4,3,3,Good
Website,Efficient,4,5,3,5,5,4,4,4,4,4,5,4,4,3,3,3,5,Good
Instagram,Adequate,4,5,4,3,4,4,4,4,4,4,5,4,3,3,4,4,5,Average
Youtube,Intuitive,5,4,3,4,4,5,5,4,4,4,5,4,5,5,4,3,4,Good
Facebook,Engaging,3,4,3,4,5,5,4,5,4,4,4,4,3,3,5,5,5,Good
Twitter,Confusing,4,4,5,3,4,4,5,4,4,3,5,3,4,5,4,5,4,Average
Instagram,Confusing,5,4,4,5,4,4,4,4,4,5,4,4,4,5,4,3,4,Average
Youtube,Well-structured,4,3,4,4,4,3,5,5,3,4,4,3,3,4,4,4,4,Good
Youtube,Intuitive,5,4,5,3,4,4,3,4,4,4,4,4,5,4,4,4,4,Good
Youtube,Adequate,4,5,5,4,4,5,4,4,4,4,4,3,4,3,5,4,4,Average
Facebook,Clear and concise,5,4,3,4,4,4,5,3,5,4,5,5,5,4,5,5,4,Good
Website,Inconsistent Navigation,4,3,4,4,5,4,4,3,5,4,5,4,5,4,5,4,4,Poor
Instagram,Adequate,4,3,4,4,4,3,5,3,5,3,3,4,4,4,4,5,4,Average
Facebook,Inconsistent Navigation,5,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,3,Poor
Instagram,Inconsistent Navigation,3,4,4,4,4,4,5,4,4,3,4,3,5,4,5,4,4,Poor
Youtube,Clear and concise,4,4,4,3,5,5,4,4,5,5,3,3,5,5,5,4,5,Good
Facebook,Limited Menu Options,5,4,4,4,4,4,4,3,4,5,4,5,4,4,4,4,3,Poor
Instagram,Confusing,3,5,4,3,5,4,4,4,4,4,4,3,4,5,5,4,4,Average
Youtube,Engaging,5,5,4,3,5,3,5,3,3,5,4,3,4,5,4,3,4,Good
Website,Limited Menu Options,4,4,4,4,3,3,5,5,5,4,5,3,5,4,4,5,5,Poor
Website,Limited Menu Options,5,5,5,3,4,4,4,4,3,4,3,5,3,4,4,4,4,Poor
Twitter,Engaging,5,4,4,4,5,5,5,4,5,3,5,4,5,4,4,4,4,Good
Instagram,Well-structured,3,4,4,3,5,4,5,3,3,4,3,3,4,3,4,5,3,Good
Website,Inconsistent Navigation,4,3,4,5,3,3,4,4,4,5,4,4,4,3,5,3,4,Poor
